,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,Link_Content,Topics,Meet_countries,content
3156,3156,28-Aug-19,Risch,Assistant Secretary Risch is on travel to Honduras and Belize from August 26-30.,<https://2017-2021.state.gov/assistant-secretary-of-state-for-consular-affairs-carl-risch-travels-to-honduras-and-belize/>,1,4,Travel, ; Honduras ; Belize,2019-08-26,2019-08-30, ,,,"Assistant Secretary of State for Consular Affairs Carl Risch will travel August 26-30 to Honduras and Belize to review consular operations, participate in an annual fraud prevention conference, and meet with foreign government counterparts.;;;;;;;;;;;;The Assistant Secretary will underscore our deep and sustained commitment on a variety of consular issues, including the welfare and safety of U.S. citizens overseas and efficient and equitable visa processing.;;;;;;;;;;;;For press inquiries please contact ;;;;CAPRESSREQUESTS@state.gov<mailto:CAPRESSREQUESTS@state.gov>;;;; or (202) 485-6150.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3157,3157,27-Aug-19,Pompeo,"Secretary Pompeo is on travel to Indianapolis, Indiana on August 27.",<https://2017-2021.state.gov/secretary-pompeo-to-deliver-remarks-at-the-101st-national-convention-of-the-american-legion-in-indianapolis/>,1,1,Travel, ; India,2019-08-27,2019-08-27, ,,,"Secretary of State Michael R. Pompeo will deliver remarks at the 101st National Convention of The American Legion at the Indiana Convention Center in Indianapolis, Indiana, at 11:50 a.m. on Tuesday, August 27, 2019.;;;;;;;;;;;;Secretary Pompeo’s remarks will be open for press coverage.  Journalists who are interested in covering the Secretary’s remarks in person are required to register for press credentials by contacting The American Legion’s John Raughter at ;;;;jraughter@legion.org<mailto:jraughter@legion.org>;;;; or 317-441-8847, or Mackenzie Wolf at ;;;;mwolf@legion.org<mailto:mwolf@legion.org>;;;; or 760-889-0307, no later than 6:00 p.m. on Monday, August 26.;;;;;;;;;;;;The Secretary’s remarks will be live streamed at ;;;;<http://www.legion.org>;;;;www.legion.org;;;; ;;;;.;;;;;;;;;;;;For more information, please contact John Raughter at ;;;;jraughter@legion.org<mailto:jraughter@legion.org>;;;;, Mackenzie Wolf at;;;;mwolf@legion.org<mailto:mwolf@legion.org>;;;;, or the Department of State’s Office of Press Relations at;;;;PAPressDuty@state.gov<mailto:PAPressDuty@state.gov>;;;;.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3158,3158,27-Aug-19,Pompeo,"11:50 a.m. LOCAL Secretary Pompeo delivers remarks on ‘Celebrating Americanism in Our Foreign Policy’ at the 101st National Convention of the American Legion, in Indianapolis, Indiana.",None,1,1,TBD, ,,, ,,,
3159,3159,27-Aug-19,Pompeo,"12:15 p.m. LOCAL Secretary Pompeo meets with American Legion’s Kansas Delegation, in Indianapolis, Indiana.",None,1,1,Meeting, ,,, ,, ; India,
3160,3160,27-Aug-19,Sullivan,Deputy Secretary Sullivan has no public appointments.,None,1,4,TBD, ,,, ,,,
3161,3161,27-Aug-19,Hale,"Under Secretary Hale attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
3162,3162,27-Aug-19,Thompson,"3:00 p.m. Under Secretary Thompson meets with Vietnam’s Vice Foreign Minister Le Hoai Trung, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Vietnam,
3163,3163,27-Aug-19,Stilwell,"Assistant Secretary Stilwell is on travel to Timor-Leste, Indonesia, Brunei, and Singapore from August 27 to September 7.",<https://2017-2021.state.gov/assistant-secretary-david-r-stilwell-travels-to-timor-leste-indonesia-brunei-and-singapore/>,1,4,Travel, ; Singapore ; Brunei ; Timor-Leste ; Indonesia,2019-08-27,2019-09-07, ,,,"Assistant Secretary David R. Stilwell will visit Timor-Leste, Indonesia, Brunei, and Singapore, August 27 to September 7, 2019 in his first visit to each of these countries in his new role.;;;;;;;;;;;;Assistant Secretary Stilwell will be in Dili August 29 to 31, where he will meet with Timor-Leste President of the Republic H.E. Francisco Guterres Lu-Olo, Minister of Foreign Affairs and Cooperation H.E. Dionisio Babo Soares, Minister of Defense and Interim Minister of Interior H.E. Filomeno Paixão de Jesus, and Chief Negotiator for Maritime Boundaries H.E. Xanana Gusmão to strengthen our partnership and encourage development of democratic institutions, rule of law, and economic development within Timor-Leste.  On August 30 he will represent the United States at official ceremonies commemorating the 20th Anniversary of the Popular Referendum, in which the Timorese overwhelmingly chose independence.;;;;;;;;;;;;From September 1 to 3, Assistant Secretary Stilwell will be in Jakarta to meet with senior officials from the Ministries of Foreign Affairs and Maritime Affairs, as well as representatives from the offices of the President and the Vice President, to discuss a range of issues reflecting our nations’ 70 years of shared values of diversity, partnership, and prosperity.  While in Jakarta, Assistant Secretary Stilwell will meet with participants in the regional Young Southeast Asian Leaders Initiative (YSEALI), as well as have ASEAN-related discussions regarding the future of ASEAN and its place at the heart of the free and open Indo-Pacific region.;;;;;;;;;;;;In Bandar Seri Begawan from September 3 to 4, Assistant Secretary Stilwell will meet with senior officials from the Bruneian government, including Minister of Foreign Affairs II Dato Seri Paduka Erywan Yusof, to discuss our broad and growing bilateral relationship.  The Assistant Secretary will also discuss U.S.-Brunei security cooperation and explore ways to enhance economic ties and further cultural and educational connections.;;;;;;;;;;;;Finally, from September 5 to 6, the Assistant Secretary will be in Singapore and will meet with Prime Minister Lee Hsien Loong, Foreign Minister Vivian Balakrishnan, and other senior officials to discuss our countries’ relationship anchored in our indispensable security cooperation, vibrant economic ties, and shared values for sustaining a rules-based world.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3164,3164,27-Aug-19,Nagy,"10:00 a.m. Assistant Secretary Nagy meets with South Sudan Archbishop Justin Badi Arama, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Sudan ; South Sudan,
3165,3165,27-Aug-19,Risch,Assistant Secretary Risch is on travel to Honduras and Belize from August 26-30.,<https://2017-2021.state.gov/assistant-secretary-of-state-for-consular-affairs-carl-risch-travels-to-honduras-and-belize/>,1,4,Travel, ; Honduras ; Belize,2019-08-26,2019-08-30, ,,,"Assistant Secretary of State for Consular Affairs Carl Risch will travel August 26-30 to Honduras and Belize to review consular operations, participate in an annual fraud prevention conference, and meet with foreign government counterparts.;;;;;;;;;;;;The Assistant Secretary will underscore our deep and sustained commitment on a variety of consular issues, including the welfare and safety of U.S. citizens overseas and efficient and equitable visa processing.;;;;;;;;;;;;For press inquiries please contact ;;;;CAPRESSREQUESTS@state.gov<mailto:CAPRESSREQUESTS@state.gov>;;;; or (202) 485-6150.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3166,3166,26-Aug-19,Pompeo,"Secretary Pompeo attends meetings and briefings, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Domestic,
3167,3167,26-Aug-19,Sullivan,Deputy Secretary Sullivan has no public appointments.,None,1,4,TBD, ,,, ,,,
3168,3168,26-Aug-19,Hale,"Under Secretary Hale attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
3169,3169,26-Aug-19,Stilwell,"9:00 a.m. Assistant Secretary Stilwell delivers remarks at the Eighth U.S.-Vietnam Asia-Pacific Dialogue, at the Department of State.",None,1,4,TBD, ,,, ,,,
3170,3170,26-Aug-19,Risch,Assistant Secretary Risch is on travel to Honduras and Belize from August 26-30.,<https://2017-2021.state.gov/assistant-secretary-of-state-for-consular-affairs-carl-risch-travels-to-honduras-and-belize/>,1,4,Travel, ; Honduras ; Belize,2019-08-26,2019-08-30, ,,,"Assistant Secretary of State for Consular Affairs Carl Risch will travel August 26-30 to Honduras and Belize to review consular operations, participate in an annual fraud prevention conference, and meet with foreign government counterparts.;;;;;;;;;;;;The Assistant Secretary will underscore our deep and sustained commitment on a variety of consular issues, including the welfare and safety of U.S. citizens overseas and efficient and equitable visa processing.;;;;;;;;;;;;For press inquiries please contact ;;;;CAPRESSREQUESTS@state.gov<mailto:CAPRESSREQUESTS@state.gov>;;;; or (202) 485-6150.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3171,3171,23-Aug-19,Pompeo,"11:00 a.m. Secretary Pompeo meets with the Argentine Ambassador to Austria and Permanent Representative to International Organizations in Vienna Rafael Grossi, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Austria,
3172,3172,23-Aug-19,Pompeo,"12:30 p.m. SecretaryPompeo has lunch with President Donald Trump, at the White House.",None,1,1,TBD, ,,, ,,,
3173,3173,23-Aug-19,Sullivan,"Deputy Secretary Sullivan attends meetings and briefings, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
3174,3174,23-Aug-19,Green,"Administrator Green is on travel to the Democratic Republic of the Congo, Israel, and Nigeria from August 16-24.",<https://www.usaid.gov/news-information/press-releases/aug-15-2019-usaid-administrator-mark-green-travels-africa-and-middle-east>,1,4,Travel, ; Niger ; Nigeria ; Israel ; Republic of the Congo,2019-08-16,2019-08-24, ,,,
3175,3175,23-Aug-19,Hale,Under Secretary Hale is on travel to Kazakhstan and Uzbekistan from August 18-24.,<https://2017-2021.state.gov/under-secretary-of-state-for-political-affairs-david-hale-travels-to-kazakhstan-and-uzbekistan/>,1,3,Travel, ; Uzbekistan ; Kazakhstan,2019-08-18,2019-08-24, ,,,"Under Secretary of State for Political Affairs, David Hale, will travel to Kazakhstan and Uzbekistan on August 20-23.;;;;;;;;;;;;In Nur-Sultan, Under Secretary Hale will meet with senior government officials to discuss the U.S. – Kazakhstan enhanced strategic partnership and our ongoing close cooperation on bilateral and global issues.  While in Nur-Sultan, Under Secretary Hale and Central Asian states’ foreign ministers will hold a high-level meeting in the C5+1 format, where they will discuss joint efforts toward a better-connected, more prosperous, and more secure Central Asia.;;;;;;;;;;;;Under Secretary Hale will then travel to Tashkent, where he will meet with senior Uzbek government officials and demonstrate American support for Uzbek President Mirziyoyev’s reform agenda and encourage deeper bilateral cooperation on issues, including security, education, and trade.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3176,3176,23-Aug-19,Reeker,"Acting Assistant Secretary Reeker is on travel to Germany, Lithuania, Latvia, and Finland, from August 19-28.",<https://2017-2021.state.gov/acting-assistant-secretary-reeker-travels-to-germany-lithuania-latvia-and-finland>,1,4,Travel, ; Latvia ; Finland ; Lithuania ; Germany,2019-08-19,2019-08-28, ,,,"Acting Assistant Secretary for European and Eurasian Affairs Philip T. Reeker will travel to Germany, Lithuania, Latvia, and Finland August 19-28 to engage in several key events and meet with senior leaders.;;;;;;;;;;;;From August 19-22, Ambassador Reeker will visit Berlin, where he will hold meetings with senior German government officials and participate in a series of events, including a roundtable discussion on Transatlantic relations at the German Marshall Fund.;;;;;;;;;;;;On August 22, Ambassador Reeker will participate in the Adamkus Conference in Vilnius, Lithuania.  The conference brings together luminaries and senior leaders to discuss issues of regional and global importance.;;;;;;;;;;;;On August 23, Ambassador Reeker will travel to Riga, Latvia, to participate in events commemorating the 30th anniversary of the Baltic Way, a peaceful demonstration bringing together approximately two million people joining hands to form a human chain from Tallinn through Riga to Vilnius to demand freedom and protest Soviet occupation.  Ambassador Reeker will honor the Baltic nations’ success in becoming vital members of the Transatlantic community and NATO.  While in Riga, Ambassador Reeker will also meet with senior Latvian government officials.;;;;;;;;;;;;On August 23, Ambassador Reeker will travel to Helsinki, Finland.  While in Helsinki, he will meet with senior Finnish government officials.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3177,3177,23-Aug-19,Wells,ACTING ASSISTANT SECRETARY FOR South and Central Asian Affairs Alice Wells,None,1,4,TBD, ,,, ,,,
3178,3178,23-Aug-19,Wells,"Acting Assistant Secretary Wells is on travel to Monterey, California, from August 21–23.",<https://2017-2021.state.gov/u-s-india-22-intersessional-and-maritime-security-dialogue/>,1,4,Travel, ; Domestic,2019-08-21,2019-08-23, ,,,"Acting Assistant Secretary for South and Central Asian Affairs Alice Wells and Assistant Secretary of Defense for Indo-Pacific Affairs Randall Schriver are on travel to Monterey, California, August 21–23, for engagements with Indian government officials on strengthening our strategic partnership.;;;;;;;;;;;;On August 22, Acting Assistant Secretary Wells and Assistant Secretary of Defense Schriver will co-host their Indian counterparts for an Intersessional Meeting of the U.S.-India 2+2 Dialogue.  During the Intersessional, the two sides will discuss ways to advance cooperation on critical diplomatic and security priorities, including our shared vision of a free and open Indo-Pacific region, and review preparations for the next 2+2 Ministerial Dialogue.;;;;;;;;;;;;On August 23, Acting Assistant Secretary Wells and Assistant Secretary of Defense Schriver will co-host their Indian counterparts for the fourth U.S.-India Maritime Security Dialogue, in which the two sides will exchange views on maritime developments in the Indo-Pacific region and consider steps to further strengthen bilateral maritime security cooperation.;;;;;;;;;;;;Both the 2+2 Intersessional Meeting and Maritime Security Dialogue will be held at the Naval Postgraduate School.;;;;;;;;;;;;For updates, please follow @State_SCA on Twitter.  For press inquiries, please contact ;;;;SCA-Press@state.gov<mailto:SCA-Press@state.gov>;;;;.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3179,3179,23-Aug-19,Bernicat,"Principal Deputy Assistant Secretary Bernicat is on travel to Geneva, Switzerland from August 20-23.",<https://2017-2021.state.gov/principal-deputy-assistant-secretary-marcia-bernicat-travels-to-geneva-switzerland/>,1,4,Travel, ; Switzerland,2019-08-20,2019-08-23, ,,,"Principal Deputy Assistant Secretary of State for the Bureau of Oceans and International Environmental and Scientific Affairs Marcia Bernicat will travel to Geneva, Switzerland August 20-23 to participate in the 18th Meeting of the Conference of the Parties (CoP18) to the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES).  She will join Assistant Secretary for Fish and Wildlife and Parks of the Department of the Interior Robert Wallace, who will lead the U.S. delegation.;;;;;;;;;;;;On August 21 and 22, Principal Deputy Assistant Secretary Bernicat will speak at the Third Global Meeting of the Wildlife Enforcement Networks.  Regional wildlife enforcement networks (WENs) are key mechanisms for cross-boundary cooperation to combat wildlife trafficking.  In addition,Principal Deputy Assistant Secretary Bernicat will meet with representatives from other governments and international organizations.;;;;;;;;;;;;There are 183 countries that are parties to CITES, an international agreement designed to ensure that international trade in wild animals and plants is not detrimental to the survival of wild populations.  It also ensures legal and sustainable trade in wildlife, wildlife products, timber and fish for species listed in the CITES Appendices, and serves as one of multiple tools to help combat wildlife and timber trafficking.  It also provides another means to ensure the U.S. private sector, in particular the fishing and timber industries, has a level international playing field.;;;;;;;;;;;;Follow the Bureau of Oceans and International Environmental and Scientific Affairs on Twitter @SciDiplomacyUSA for updates on Principal Deputy Assistant Secretary Bernicat’s trip.  For press inquiries, contact ;;;;OES-PA-DG@state.gov<mailto:OES-PA-DG@state.gov>;;;;.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3180,3180,22-Aug-19,Pompeo,"Secretary Pompeo is on travel to Ottawa, Canada.",<https://2017-2021.state.gov/secretary-pompeos-travel-to-canada/#_blank>,1,1,Travel, ; Canada,2019-08-22,2019-08-22, ,,,"Secretary of State Michael R. Pompeo will travel to Ottawa, Canada on August 22 for meetings with Canadian Prime Minister Justin Trudeau and Foreign Minister Chrystia Freeland. The discussions will focus on the broad and multi-faceted U.S.-Canada strategic partnership and identify opportunities to advance our shared goals, including returning democracy to Venezuela and the release of the two Canadian citizens arbitrarily detained by China.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3181,3181,22-Aug-19,Pompeo,"9:15 a.m. LOCAL Secretary Pompeo meets with Canadian Prime Minister Justin Trudeau, in Ottawa, Canada.",None,1,1,Meeting, ,,, ,, ; Canada,
3182,3182,22-Aug-19,Pompeo,"10:05 a.m. LOCAL Secretary Pompeo meets withCanadian business leaders, in Ottawa, Canada.",None,1,1,Meeting, ,,, , ; econ, ; Canada,
3183,3183,22-Aug-19,Pompeo,"11:15 a.m. LOCAL Secretary Pompeo participates in a Wreath Laying Ceremony with Canadian Foreign Minister Chrystia Freeland, in Ottawa, Canada.",None,1,1,TBD, ,,, ,,,
3184,3184,22-Aug-19,Pompeo,"11:30 a.m. LOCAL Secretary Pompeo meets with Canadian Foreign Minister Chrystia Freeland, in Ottawa, Canada.",None,1,1,Meeting, ,,, ,, ; Canada,
3185,3185,22-Aug-19,Pompeo,"11:45 a.m. LOCAL Secretary Pompeo participates ina working lunch hosted by Canadian Foreign Minister Chrystia Freeland, in Ottawa, Canada.",None,1,1,TBD, ,,, ,,,
3186,3186,22-Aug-19,Pompeo,"1:00 p.m. LOCAL Secretary Pompeo participates in a joint press availability with Canadian Foreign Minister Chrystia Freeland, in Ottawa, Canada.",None,1,1,TBD, ,,, ,,,
3187,3187,22-Aug-19,Pompeo,"3:00 p.m. LOCAL Secretary Pompeo meets with staff and families ofU.S. Embassy Ottawa, in Ottawa, Canada.",None,1,1,Meeting, ,,, ,, ; Canada,
3188,3188,22-Aug-19,Sullivan,"Deputy Secretary Sullivan attends meetings and briefings, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
3189,3189,22-Aug-19,Green,"Administrator Green is on travel to the Democratic Republic of the Congo, Israel, and Nigeria from August 16-24.",<https://www.usaid.gov/news-information/press-releases/aug-15-2019-usaid-administrator-mark-green-travels-africa-and-middle-east>,1,4,Travel, ; Niger ; Nigeria ; Israel ; Republic of the Congo,2019-08-16,2019-08-24, ,,,
3190,3190,22-Aug-19,Hale,Under Secretary Hale is on travel to Kazakhstan and Uzbekistan from August 18-24.,<https://2017-2021.state.gov/under-secretary-of-state-for-political-affairs-david-hale-travels-to-kazakhstan-and-uzbekistan/>,1,3,Travel, ; Uzbekistan ; Kazakhstan,2019-08-18,2019-08-24, ,,,"Under Secretary of State for Political Affairs, David Hale, will travel to Kazakhstan and Uzbekistan on August 20-23.;;;;;;;;;;;;In Nur-Sultan, Under Secretary Hale will meet with senior government officials to discuss the U.S. – Kazakhstan enhanced strategic partnership and our ongoing close cooperation on bilateral and global issues.  While in Nur-Sultan, Under Secretary Hale and Central Asian states’ foreign ministers will hold a high-level meeting in the C5+1 format, where they will discuss joint efforts toward a better-connected, more prosperous, and more secure Central Asia.;;;;;;;;;;;;Under Secretary Hale will then travel to Tashkent, where he will meet with senior Uzbek government officials and demonstrate American support for Uzbek President Mirziyoyev’s reform agenda and encourage deeper bilateral cooperation on issues, including security, education, and trade.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3191,3191,22-Aug-19,Stilwell,"12:10 p.m. Assistant Secretary Stilwell meets with British Chargé d’Affaires Michael Tatham, in Washington, D.C.",None,1,4,Meeting, ,,, ,, ; United Kingdom,
3192,3192,22-Aug-19,Nagy,"10:00 a.m. Assistant Secretary Nagy meets with Hungarian Chargé d’Affaires Dr. Zsolt Hetesy, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Hungary,
3193,3193,22-Aug-19,Reeker,"Acting Assistant Secretary Reeker is on travel to Germany, Lithuania, Latvia, and Finland, from August 19-28.",<https://2017-2021.state.gov/acting-assistant-secretary-reeker-travels-to-germany-lithuania-latvia-and-finland>,1,4,Travel, ; Latvia ; Finland ; Lithuania ; Germany,2019-08-19,2019-08-28, ,,,"Acting Assistant Secretary for European and Eurasian Affairs Philip T. Reeker will travel to Germany, Lithuania, Latvia, and Finland August 19-28 to engage in several key events and meet with senior leaders.;;;;;;;;;;;;From August 19-22, Ambassador Reeker will visit Berlin, where he will hold meetings with senior German government officials and participate in a series of events, including a roundtable discussion on Transatlantic relations at the German Marshall Fund.;;;;;;;;;;;;On August 22, Ambassador Reeker will participate in the Adamkus Conference in Vilnius, Lithuania.  The conference brings together luminaries and senior leaders to discuss issues of regional and global importance.;;;;;;;;;;;;On August 23, Ambassador Reeker will travel to Riga, Latvia, to participate in events commemorating the 30th anniversary of the Baltic Way, a peaceful demonstration bringing together approximately two million people joining hands to form a human chain from Tallinn through Riga to Vilnius to demand freedom and protest Soviet occupation.  Ambassador Reeker will honor the Baltic nations’ success in becoming vital members of the Transatlantic community and NATO.  While in Riga, Ambassador Reeker will also meet with senior Latvian government officials.;;;;;;;;;;;;On August 23, Ambassador Reeker will travel to Helsinki, Finland.  While in Helsinki, he will meet with senior Finnish government officials.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3194,3194,22-Aug-19,Wells,ACTING ASSISTANT SECRETARY FOR South and Central Asian Affairs Alice Wells,None,1,4,TBD, ,,, ,,,
3195,3195,22-Aug-19,Wells,"Acting Assistant Secretary Wells is on travel to Monterey, California, from August 21–23.",<https://2017-2021.state.gov/u-s-india-22-intersessional-and-maritime-security-dialogue/>,1,4,Travel, ; Domestic,2019-08-21,2019-08-23, ,,,"Acting Assistant Secretary for South and Central Asian Affairs Alice Wells and Assistant Secretary of Defense for Indo-Pacific Affairs Randall Schriver are on travel to Monterey, California, August 21–23, for engagements with Indian government officials on strengthening our strategic partnership.;;;;;;;;;;;;On August 22, Acting Assistant Secretary Wells and Assistant Secretary of Defense Schriver will co-host their Indian counterparts for an Intersessional Meeting of the U.S.-India 2+2 Dialogue.  During the Intersessional, the two sides will discuss ways to advance cooperation on critical diplomatic and security priorities, including our shared vision of a free and open Indo-Pacific region, and review preparations for the next 2+2 Ministerial Dialogue.;;;;;;;;;;;;On August 23, Acting Assistant Secretary Wells and Assistant Secretary of Defense Schriver will co-host their Indian counterparts for the fourth U.S.-India Maritime Security Dialogue, in which the two sides will exchange views on maritime developments in the Indo-Pacific region and consider steps to further strengthen bilateral maritime security cooperation.;;;;;;;;;;;;Both the 2+2 Intersessional Meeting and Maritime Security Dialogue will be held at the Naval Postgraduate School.;;;;;;;;;;;;For updates, please follow @State_SCA on Twitter.  For press inquiries, please contact ;;;;SCA-Press@state.gov<mailto:SCA-Press@state.gov>;;;;.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3196,3196,22-Aug-19,Bernicat,"Principal Deputy Assistant Secretary Bernicat is on travel to Geneva, Switzerland from August 20-23.",<https://2017-2021.state.gov/principal-deputy-assistant-secretary-marcia-bernicat-travels-to-geneva-switzerland/>,1,4,Travel, ; Switzerland,2019-08-20,2019-08-23, ,,,"Principal Deputy Assistant Secretary of State for the Bureau of Oceans and International Environmental and Scientific Affairs Marcia Bernicat will travel to Geneva, Switzerland August 20-23 to participate in the 18th Meeting of the Conference of the Parties (CoP18) to the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES).  She will join Assistant Secretary for Fish and Wildlife and Parks of the Department of the Interior Robert Wallace, who will lead the U.S. delegation.;;;;;;;;;;;;On August 21 and 22, Principal Deputy Assistant Secretary Bernicat will speak at the Third Global Meeting of the Wildlife Enforcement Networks.  Regional wildlife enforcement networks (WENs) are key mechanisms for cross-boundary cooperation to combat wildlife trafficking.  In addition,Principal Deputy Assistant Secretary Bernicat will meet with representatives from other governments and international organizations.;;;;;;;;;;;;There are 183 countries that are parties to CITES, an international agreement designed to ensure that international trade in wild animals and plants is not detrimental to the survival of wild populations.  It also ensures legal and sustainable trade in wildlife, wildlife products, timber and fish for species listed in the CITES Appendices, and serves as one of multiple tools to help combat wildlife and timber trafficking.  It also provides another means to ensure the U.S. private sector, in particular the fishing and timber industries, has a level international playing field.;;;;;;;;;;;;Follow the Bureau of Oceans and International Environmental and Scientific Affairs on Twitter @SciDiplomacyUSA for updates on Principal Deputy Assistant Secretary Bernicat’s trip.  For press inquiries, contact ;;;;OES-PA-DG@state.gov<mailto:OES-PA-DG@state.gov>;;;;.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3197,3197,21-Aug-19,Pompeo,"Secretary Pompeo attends meetings and briefings, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Domestic,
3198,3198,21-Aug-19,Sullivan,"Deputy Secretary Sullivan attends meetings and briefings, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
3199,3199,21-Aug-19,Green,"Administrator Green is on travel to the Democratic Republic of the Congo, Israel, and Nigeria from August 16-24.",<https://www.usaid.gov/news-information/press-releases/aug-15-2019-usaid-administrator-mark-green-travels-africa-and-middle-east>,1,4,Travel, ; Niger ; Nigeria ; Israel ; Republic of the Congo,2019-08-16,2019-08-24, ,,,
3200,3200,21-Aug-19,Hale,Under Secretary Hale is on travel to Kazakhstan and Uzbekistan from August 18-24.,<https://2017-2021.state.gov/under-secretary-of-state-for-political-affairs-david-hale-travels-to-kazakhstan-and-uzbekistan/>,1,3,Travel, ; Uzbekistan ; Kazakhstan,2019-08-18,2019-08-24, ,,,"Under Secretary of State for Political Affairs, David Hale, will travel to Kazakhstan and Uzbekistan on August 20-23.;;;;;;;;;;;;In Nur-Sultan, Under Secretary Hale will meet with senior government officials to discuss the U.S. – Kazakhstan enhanced strategic partnership and our ongoing close cooperation on bilateral and global issues.  While in Nur-Sultan, Under Secretary Hale and Central Asian states’ foreign ministers will hold a high-level meeting in the C5+1 format, where they will discuss joint efforts toward a better-connected, more prosperous, and more secure Central Asia.;;;;;;;;;;;;Under Secretary Hale will then travel to Tashkent, where he will meet with senior Uzbek government officials and demonstrate American support for Uzbek President Mirziyoyev’s reform agenda and encourage deeper bilateral cooperation on issues, including security, education, and trade.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
3201,3201,21-Aug-19,Krach,"2:30 p.m. Under Secretary Krach meets with Republic of KoreaVice Foreign Minister Lee Tae-ho, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Korea,
3202,3202,21-Aug-19,Stilwell,"9:30 a.m. Assistant Secretary Stilwell meets Republic of KoreaVice Foreign Minister Lee Tae-ho, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Korea,
3203,3203,21-Aug-19,Breier,"4:30 p.m. Assistant Secretary Breier attends a farewell reception in her honor with members of the diplomatic corps, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
3204,3204,21-Aug-19,Reeker,"Acting Assistant Secretary Reeker is on travel to Germany, Lithuania, Latvia, and Finland, from August 19-28.",<https://2017-2021.state.gov/acting-assistant-secretary-reeker-travels-to-germany-lithuania-latvia-and-finland>,1,4,Travel, ; Latvia ; Finland ; Lithuania ; Germany,2019-08-19,2019-08-28, ,,,"Acting Assistant Secretary for European and Eurasian Affairs Philip T. Reeker will travel to Germany, Lithuania, Latvia, and Finland August 19-28 to engage in several key events and meet with senior leaders.;;;;;;;;;;;;From August 19-22, Ambassador Reeker will visit Berlin, where he will hold meetings with senior German government officials and participate in a series of events, including a roundtable discussion on Transatlantic relations at the German Marshall Fund.;;;;;;;;;;;;On August 22, Ambassador Reeker will participate in the Adamkus Conference in Vilnius, Lithuania.  The conference brings together luminaries and senior leaders to discuss issues of regional and global importance.;;;;;;;;;;;;On August 23, Ambassador Reeker will travel to Riga, Latvia, to participate in events commemorating the 30th anniversary of the Baltic Way, a peaceful demonstration bringing together approximately two million people joining hands to form a human chain from Tallinn through Riga to Vilnius to demand freedom and protest Soviet occupation.  Ambassador Reeker will honor the Baltic nations’ success in becoming vital members of the Transatlantic community and NATO.  While in Riga, Ambassador Reeker will also meet with senior Latvian government officials.;;;;;;;;;;;;On August 23, Ambassador Reeker will travel to Helsinki, Finland.  While in Helsinki, he will meet with senior Finnish government officials.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
