,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,html
1524,1524,8-Mar-22,McKeon,Deputy Secretary McKeon attends meetings and briefings from the Department of State.,None,1,2,TBD, ,,,
1525,1525,8-Mar-22,Nuland,Under Secretary Nuland attends meetings and briefings at the Department of State.,None,1,3,TBD, ,,,
1526,1526,8-Mar-22,Fernandez,"Under Secretary Fernandez is on travel to Texas from March 7-8, 2022 for CERAWeek 2022.",<https://www.state.gov/under-secretary-fernandezs-travel-to-houston-for-ceraweek/>,1,3,Travel, ; Domestic,2022-03-07,2022-03-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p align=""left"">On March 7-8, 2022, Under Secretary for Economic Growth, Energy, and the Environment Jose W. Fernandez will travel to Houston, Texas, for CERAWeek 2022 to engage local stakeholders and foreign government officials on global issues, including supply chains, energy security, and building the clean energy economy of the future.&nbsp; Special Presidential Envoy for Climate John Kerry, Special Advisor for Energy Security Amos Hochstein, and Bureau of Energy Resources Senior Bureau Official Harry Kamian will also participate in CERAWeek to promote clean energy and security policy objectives.</p>;;;;<p align=""left"">During CERAWeek, Under Secretary Fernandez will participate in panels and discussions with senior leaders from governments, nonprofit organizations, and the private sector on a range of issues.&nbsp; These include deepening collaboration to accelerate the energy transition, ensuring equitable access to U.S. government resources, supporting U.S. companies abroad and working together to address supply chain disruptions.</p>;;;;<p><input type=""hidden"" data-filter=""1110000001""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
1527,1527,8-Mar-22,Nichols,"Assistant Secretary Nichols will travel to Chile from March 7-9, 2022.",<https://www.state.gov/assistant-secretary-nichols-travel-to-chile/>,1,4,Travel, ; Chile,2022-03-07,2022-03-09,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Assistant Secretary for Western Hemisphere Affairs Brian A. Nichols will travel to Santiago, Chile March 7-9.&nbsp; Assistant Secretary Nichols will meet with senior government officials and representatives from the incoming Boric administration to reinforce U.S.-Chilean cooperation on democracy and democratic institutions, regional migration, climate action, and our joint commitment to human rights throughout the Americas.&nbsp; Assistant Secretary Nichols will meet with Pinera administration officials to thank them for their governance.&nbsp;&nbsp;Assistant Secretary Nichols also plans to meet with the American Chamber of Commerce to discuss economic recovery due to multiple challenges brought on by the COVID-19 pandemic.</p>;;;;<p><input type=""hidden"" data-filter=""1110000001""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
1528,1528,8-Mar-22,Witkowsky,"Assistant Secretary Witkowsky will travel to Haiti from March 7-9, 2022.",<https://www.state.gov/assistant-secretary-witkowskys-travel-to-haiti/>,1,4,Travel, ; Haiti,2022-03-07,2022-03-09,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Assistant Secretary of State for Conflict and Stabilization Operations Anne Witkowsky will travel to Port-au-Prince, Haiti, from March 7-9, 2022.</p>;;;;<p>In Haiti, Assistant Secretary Witkowsky will meet with Prime Minister Ariel Henry and members of the Montana Group in support of an inclusive, Haitian-led political dialogue.&nbsp; The Assistant Secretary will also meet a diverse array of Haitian stakeholders – including civil society and women leaders – to reinforce the U.S. government’s long-term commitment to the Haitian people by promoting long-term stability and development, and to discuss U.S. support for Haitian solutions to issues facing the country.&nbsp; The Assistant Secretary will also highlight the United States’ ongoing support for security-sector capacity building with Haitian officials and civil society representatives and reaffirm our commitment to a Haitian-led restoration of democratic institutions.</p>;;;;<p>Assistant Secretary Witkowsky will mark International Women’s Day with United Nations staff and Haitian women leaders to recognize the vital role of women in conflict resolution and in the economy, and reinforce the U.S. government’s commitment to strengthening gender equality and meaningfully engaging women as equal partners in economic, political, and security decisions.</p>;;;;<p>Follow @CSOAsstSec on Twitter for updates.&nbsp; For press inquiries, please contact&nbsp;&nbsp;<a href=""mailto:CSOPublicAffairs1@state.gov"" target=""_blank"" rel=""noopener"">CSOPublicAffairs1@state.gov</a>.</p>;;;;<p><input type=""hidden"" data-filter=""1110000001""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
1529,1529,7-Mar-22,Blinken,"Secretary Blinken is on travel to Belgium, Poland, Moldova, Latvia, Lithuania, Estonia, and France from March 3 – 8, 2022.",<https://www.state.gov/secretary-blinkens-travel-to-belgium-poland-moldova-latvia-lithuania-and-estonia/>,1,1,Travel, ; Estonia ; France ; Moldova ; Latvia ; Belgium ; Poland ; Lithuania,2022-03-03,2022-03-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Secretary of State Antony J. Blinken will travel to Belgium, Poland, Moldova, Latvia, Lithuania, Estonia, and France from March 3 to 8, 2022.&nbsp; The trip continues extensive consultations and coordination with our NATO Allies and European partners about the Russian Federation’s continued premeditated, unprovoked, and unjustified war against Ukraine.</p>;;;;<p>Secretary Blinken will begin his trip in Brussels, Belgium where he will participate in a NATO Foreign Ministerial, meet with EU counterparts, participate in a G7 Ministerial Meeting, and hold additional meetings with partners to discuss the global response to Russia’s invasion, including Allies’ and partners’ continued coordination on imposing massive consequences and severe economic costs on Russia.</p>;;;;<p>The Secretary will then travel to Poland on March 5, where he will meet with Polish leaders, including Foreign Minister Zbigniew Rau, to discuss further security assistance in the face of Russia’s continued aggression and unprovoked attack on Ukraine.&nbsp; He will also thank Poland for generously welcoming hundreds of thousands of displaced persons from Ukraine and discuss how the United States can augment humanitarian assistance efforts for those fleeing Putin’s war.</p>;;;;<p>The Secretary will then travel to Chisinau, Moldova to meet with President Maia Sandu, Prime Minister Natalia Gavrilita, and Foreign Minister Nicu Popescu.&nbsp; During his stop, the Secretary will discuss support for Moldova’s efforts to receive and assist refugees fleeing Russia’s invasion of Ukraine, as well as U.S. support for Moldova’s democracy, sovereignty, and territorial integrity.</p>;;;;<p>The Secretary will then travel to Vilnius, Lithuania on March 6 to meet with President Gitanas Nauseda, Prime Minister Ingrida Simonyte, and Foreign Minister Gabrielius Landsbergis. On March 7, the Secretary will travel to Riga, Latvia, to meet with President Egils Levits, Prime Minister Krisjanis Karins, and Foreign Minister Edgars Rinkevics. He also will meet with Israeli Foreign Minister Yair Lapid. He will travel to Tallinn, Estonia, on March 8 to meet with President Alar Karis, Prime Minister Kaja Kallas, and Foreign Minister Eva-Maria Liimets. During all three stops, he will discuss joint efforts to support Ukraine, strengthen NATO’s deterrence and defense, promote democracy and human rights, and pursue deeper economic and energy cooperation with our Baltic Allies.</p>;;;;<p>Prior to returning to Washington, Secretary Blinken will stop in Paris on March 8 to meet with French President Emmanuel Macron and Foreign Minister Jean-Yves Le Drian.<input type=""hidden"" data-filter=""1110000001""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
1530,1530,7-Mar-22,Blinken,"8:35 a.m. LOCALSecretary Blinken holds a meet and greet with employees from U.S. Embassy Vilnius and U.S. Embassy Minsk in Vilnius, Lithuania.",None,1,1,TBD, ,,,
1531,1531,7-Mar-22,Blinken,"9:35 a.m. LOCALSecretary Blinken meets with Lithuanian President Gitanas Nausėda in Vilnius, Lithuania.",None,1,1,TBD, ,,,
1532,1532,7-Mar-22,Blinken,"10:20 a.m. LOCALSecretary Blinken meets with Lithuanian Foreign Minister Gabrielus Landsbergis in Vilnius, Lithuania.",None,1,1,TBD, ,,,
1533,1533,7-Mar-22,Blinken,"10:30 a.m. LOCALSecretary Blinken meets with Lithuanian Prime Minister Ingrida Šimonytė and Foreign Minister Gabrielus Landsbergis in Vilnius, Lithuania.",None,1,1,TBD, ,,,
1534,1534,7-Mar-22,Blinken,"11:45 a.m. LOCALSecretary Blinken participates in a joint press availability with Lithuanian Foreign Minister Gabrielus Landsbergis in Vilnius, Lithuania.",None,1,1,TBD, ,,,
1535,1535,7-Mar-22,Blinken,"2:45 p.m. LOCALSecretary Blinken meets with Latvian Foreign Minister Edgars Rinkēvičs in Riga, Latvia.(POOLED CAMERA SPRAY AT TOP)",None,1,1,TBD, ,,,
1536,1536,7-Mar-22,Blinken,"4:00 p.m. LOCALSecretary Blinken participates in a joint press availability with Latvian Foreign Minister Edgars Rinkēvičs in Riga, Latvia.",None,1,1,TBD, ,,,
1537,1537,7-Mar-22,Blinken,"5:15 p.m. LOCALSecretary Blinken meets with Latvian President Egils Levits in Riga, Latvia.",None,1,1,TBD, ,,,
1538,1538,7-Mar-22,Blinken,"6:30 p.m. LOCALSecretary Blinken meets with Israeli Foreign Minister Yair Lapid in Riga, Latvia.(POOLED CAMERA SPRAY AT TOP)",None,1,1,TBD, ,,,
1539,1539,7-Mar-22,Sherman,Deputy Secretary Sherman attends meetings and briefings from the Department of State.,None,1,2,TBD, ,,,
1540,1540,7-Mar-22,Nuland,Under Secretary Nuland attends meetings and briefings at the Department of State.,None,1,3,TBD, ,,,
1541,1541,7-Mar-22,Fernandez,"Under Secretary Fernandez is on travel to Texas from March 7-8, 2022 for CERAWeek 2022.",<https://www.state.gov/under-secretary-fernandezs-travel-to-houston-for-ceraweek/>,1,3,Travel, ; Domestic,2022-03-07,2022-03-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p align=""left"">On March 7-8, 2022, Under Secretary for Economic Growth, Energy, and the Environment Jose W. Fernandez will travel to Houston, Texas, for CERAWeek 2022 to engage local stakeholders and foreign government officials on global issues, including supply chains, energy security, and building the clean energy economy of the future.&nbsp; Special Presidential Envoy for Climate John Kerry, Special Advisor for Energy Security Amos Hochstein, and Bureau of Energy Resources Senior Bureau Official Harry Kamian will also participate in CERAWeek to promote clean energy and security policy objectives.</p>;;;;<p align=""left"">During CERAWeek, Under Secretary Fernandez will participate in panels and discussions with senior leaders from governments, nonprofit organizations, and the private sector on a range of issues.&nbsp; These include deepening collaboration to accelerate the energy transition, ensuring equitable access to U.S. government resources, supporting U.S. companies abroad and working together to address supply chain disruptions.</p>;;;;<p><input type=""hidden"" data-filter=""1110000001""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
1542,1542,7-Mar-22,Nichols,"Assistant Secretary Nichols will travel to Chile from March 7-9, 2022.",<https://www.state.gov/assistant-secretary-nichols-travel-to-chile/>,1,4,Travel, ; Chile,2022-03-07,2022-03-09,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Assistant Secretary for Western Hemisphere Affairs Brian A. Nichols will travel to Santiago, Chile March 7-9.&nbsp; Assistant Secretary Nichols will meet with senior government officials and representatives from the incoming Boric administration to reinforce U.S.-Chilean cooperation on democracy and democratic institutions, regional migration, climate action, and our joint commitment to human rights throughout the Americas.&nbsp; Assistant Secretary Nichols will meet with Pinera administration officials to thank them for their governance.&nbsp;&nbsp;Assistant Secretary Nichols also plans to meet with the American Chamber of Commerce to discuss economic recovery due to multiple challenges brought on by the COVID-19 pandemic.</p>;;;;<p><input type=""hidden"" data-filter=""1110000001""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
1543,1543,7-Mar-22,Witkowsky,"Assistant Secretary Witkowsky will travel to Haiti from March 7-9, 2022.",<https://www.state.gov/assistant-secretary-witkowskys-travel-to-haiti/>,1,4,Travel, ; Haiti,2022-03-07,2022-03-09,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Assistant Secretary of State for Conflict and Stabilization Operations Anne Witkowsky will travel to Port-au-Prince, Haiti, from March 7-9, 2022.</p>;;;;<p>In Haiti, Assistant Secretary Witkowsky will meet with Prime Minister Ariel Henry and members of the Montana Group in support of an inclusive, Haitian-led political dialogue.&nbsp; The Assistant Secretary will also meet a diverse array of Haitian stakeholders – including civil society and women leaders – to reinforce the U.S. government’s long-term commitment to the Haitian people by promoting long-term stability and development, and to discuss U.S. support for Haitian solutions to issues facing the country.&nbsp; The Assistant Secretary will also highlight the United States’ ongoing support for security-sector capacity building with Haitian officials and civil society representatives and reaffirm our commitment to a Haitian-led restoration of democratic institutions.</p>;;;;<p>Assistant Secretary Witkowsky will mark International Women’s Day with United Nations staff and Haitian women leaders to recognize the vital role of women in conflict resolution and in the economy, and reinforce the U.S. government’s commitment to strengthening gender equality and meaningfully engaging women as equal partners in economic, political, and security decisions.</p>;;;;<p>Follow @CSOAsstSec on Twitter for updates.&nbsp; For press inquiries, please contact&nbsp;&nbsp;<a href=""mailto:CSOPublicAffairs1@state.gov"" target=""_blank"" rel=""noopener"">CSOPublicAffairs1@state.gov</a>.</p>;;;;<p><input type=""hidden"" data-filter=""1110000001""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
1544,1544,6-Mar-22,Blinken,"Secretary Blinken is on travel to Belgium, Poland, Moldova, Latvia, Lithuania, and Estonia from March 3 – 8, 2022.",<https://www.state.gov/secretary-blinkens-travel-to-belgium-poland-moldova-latvia-lithuania-and-estonia/>,1,1,Travel, ; Estonia ; Moldova ; Latvia ; Belgium ; Poland ; Lithuania,2022-03-03,2022-03-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Secretary of State Antony J. Blinken will travel to Belgium, Poland, Moldova, Latvia, Lithuania, Estonia, and France from March 3 to 8, 2022.&nbsp; The trip continues extensive consultations and coordination with our NATO Allies and European partners about the Russian Federation’s continued premeditated, unprovoked, and unjustified war against Ukraine.</p>;;;;<p>Secretary Blinken will begin his trip in Brussels, Belgium where he will participate in a NATO Foreign Ministerial, meet with EU counterparts, participate in a G7 Ministerial Meeting, and hold additional meetings with partners to discuss the global response to Russia’s invasion, including Allies’ and partners’ continued coordination on imposing massive consequences and severe economic costs on Russia.</p>;;;;<p>The Secretary will then travel to Poland on March 5, where he will meet with Polish leaders, including Foreign Minister Zbigniew Rau, to discuss further security assistance in the face of Russia’s continued aggression and unprovoked attack on Ukraine.&nbsp; He will also thank Poland for generously welcoming hundreds of thousands of displaced persons from Ukraine and discuss how the United States can augment humanitarian assistance efforts for those fleeing Putin’s war.</p>;;;;<p>The Secretary will then travel to Chisinau, Moldova to meet with President Maia Sandu, Prime Minister Natalia Gavrilita, and Foreign Minister Nicu Popescu.&nbsp; During his stop, the Secretary will discuss support for Moldova’s efforts to receive and assist refugees fleeing Russia’s invasion of Ukraine, as well as U.S. support for Moldova’s democracy, sovereignty, and territorial integrity.</p>;;;;<p>The Secretary will then travel to Vilnius, Lithuania on March 6 to meet with President Gitanas Nauseda, Prime Minister Ingrida Simonyte, and Foreign Minister Gabrielius Landsbergis. On March 7, the Secretary will travel to Riga, Latvia, to meet with President Egils Levits, Prime Minister Krisjanis Karins, and Foreign Minister Edgars Rinkevics. He also will meet with Israeli Foreign Minister Yair Lapid. He will travel to Tallinn, Estonia, on March 8 to meet with President Alar Karis, Prime Minister Kaja Kallas, and Foreign Minister Eva-Maria Liimets. During all three stops, he will discuss joint efforts to support Ukraine, strengthen NATO’s deterrence and defense, promote democracy and human rights, and pursue deeper economic and energy cooperation with our Baltic Allies.</p>;;;;<p>Prior to returning to Washington, Secretary Blinken will stop in Paris on March 8 to meet with French President Emmanuel Macron and Foreign Minister Jean-Yves Le Drian.<input type=""hidden"" data-filter=""1110000001""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
1545,1545,6-Mar-22,Blinken,"9:00 a.m. LOCAL Secretary Blinken meets with Moldovan Prime Minister Natalia Gavrilita in Chisinau, Moldova.",None,1,1,TBD, ,,,
1546,1546,6-Mar-22,Blinken,"10:00 a.m. LOCAL Secretary Blinken meets with Moldovan President Maia Sandu and Moldovan Foreign Minister Nicu Popescu in Chisinau, Moldova.",None,1,1,TBD, ,,,
1547,1547,6-Mar-22,Blinken,"11:30 a.m. LOCAL Secretary Blinken participates in a joint press availability with Moldovan President Maia Sandu in Chisinau, Moldova.",None,1,1,TBD, ,,,
1548,1548,6-Mar-22,Blinken,"1:30 p.m. LOCAL Secretary Blinken participates in a discussion with Moldovan civil society representatives on EU integration in Chisinau, Moldova.",None,1,1,TBD, ,,,
1549,1549,6-Mar-22,Blinken,"4:30 p.m. LOCAL Secretary Blinken holds a meet and greet with employees from U.S. Embassy Chisinau in Chisinau, Moldova.",None,1,1,TBD, ,,,
